,Review_Title,Reviews,Rating
1007,What a disaster.,"purchased it a week ago @1800 rupees,for the price i would say these are the best pair of earphones i have ever used. i also have boat wireless 450 headphones and comparing them i liked these airdopes more. however using them for more than an hour can cause pain in the ear due to earfangs. but altogether they are nice. touch sensitivity is also up to the mark. bass is incredible and fairly good mids and lows. if your bugdet is under 2k these are the best u can get ....❤️❤️",1.0 
1008,Great earbuds but too fast...,"1st product i received was defective,The replacement product i got was working properly but had some major scratches on case.I can clearly say it is refurbished product.Do not buy boat because it is low price product go for samsung earbuds they are way better Currently i m using it.",5.0 
1009,Must Buy,One ear won't work half the time. Works horribly with my MacBook. Sound quality is bad. You'll have to really turn up the volume to have an experience.Please don't waste your time with this.,5.0 
1010,Excellent,"The sound quality, fit, connection and battery of the airdopes is good. But, the battery of the case seems to get over fast, like in 10 hours rather than 30. The indication on the case also doesn't work accurately. Got the whole case and earphones replaced under warranty, it works like a charm. Battery total gives around 30 hours. Best true wireless earphones.",5.0 
1011,Value for money,"Good,battery life of earpod is 1 to 1.5 hrs,but of case is 5-6 days.quality of sound and bass is good.cons is the case covering which gets scratches ealisly just by keeping in pocket also due to poor matt finish.rest is good and can be purachsed.",4.0 
1012,Not worthy prodct,"After using this product a week, am writing this review. Product durability is good but noise cancellation feature is not working as expected. while talking over the calls it keep disconnecting and there is lots of noise, when tested with other ear buds there is no noise. I might got faulty product if it is working good for others. How ever my recommendation is go for branded product always (though bit expensive). over all it is not good.",2.0 
1013,Amazing eardopes!!,First or fall a bad delivery by AmazonNow coming to the product I had read so many reviews about the this one before buying and sawed many review videos in youtube and asked many others I got to see that  many members told that it has exaurstion after going to 70 or 80 %volume but there is no exaurstion even when at 100% volume we can get good bass and sound very nice productSound=5 ratingBass=5 ratingNoise cancellation=5 ratingEverything five sometimes it becomes like Dolby Atmos from left bud to right bud the sound travels it will be amazingNice product you can buy it without any problem,5.0 
1014,Bang for the Buck,"The sound quality is excellent, no compromises there.The bass is beyond my expectations, very good.Noise cancellation is unreal: a little too much noise cancellation actually! I wouldn't wear these in traffic or I'll definitely miss some horns and indicators.Battery life is ample. One charge can get you about 6-7 hours of usage. The case can charge the buds about 4-5 times, so it's about 25-35 hours of use overall, based on how you use them.Con:The only con I have for it is that it's a little uncomfortable to wear for long durations. Now this might be a personal preference, but that's my only con.Good job Boat! 4/5",4.0 
1015,Aight imma head out.,"Well i was honestly a bit sceptical about buying these after reading through a ton of reviews and even when I ordered these i already had made up my mind about them and not in a good way might i add. But they’re really not all that bad. I mean sure there’s a bit of a lag here and there but it’s not something to fuss on. Sound quality I wouldn’t say is the best but it’s definitely above average. What i love about these is the bass. The bass is great for the price range. I compared them too JBL Bluetooth earbuds and JBL doesn’t have half the bass these have. So yeah, whatever.",5.0 
1016,After 2 month of usage,"Battery inside the case till now I have charged the case only thrice though I don't use this airdrop oftenSound quality is goodBattery backup is also could can last around 6hrsCall quality is not good noise cancellation is really poor you will have to speak louder to be audible at other endAirdrop doesn't fit in ear properly is the only reason I am not able to use it, often it falls after sometimeIf you plug both earpiece you will hardly be able to listen anything sort from music.",4.0 
1017,Good with unwanted problem,After using it last 22days found a problem like it's  pairing with my phone but after playing music or connecting call not hear anything just like dead earbuds but when I connect this with the others phone it's work perfectly and also when I connect my phone with other Bluetooth devices that also work perfectly.I already did the factory reset but not solved the problem.Please help.,5.0 
1018,Big failure,"If I have to describe in overall aspects it, it's pathetic. Only for listening music rest of features are waste. Frist it's only 4 hours of talk time including idle time after that you have to put it back in case. Second person at receiving end gets very pathetic sound quality and barely is able to hear what you want say. Third it has pathetic feature which switches off one of your earphone and it will not get switched on untill you put it back to case and reconnectThe only smart feature I liked about this product was that when someone calls you and you are listening to music it tells you name of person who is calling you",1.0 
1019,Be careful before buying...!! Average product.,I received boat airdopes 441 on 16 September 2020. Its not upto the mark but okay for budget TWS. Sound quality is not balanced and more of bass.Not recommended for long duration use. It pains the ears. There is also 2-3 second of latency.Battery and connectivity wise its good though.,2.0 
1020,Very poor microphone for call/video call,"For music, this is great.But if you're looking for something that also serves as wireless earphones for video call/audio call, don't go for it. DO NOT GO FOR ITYou have to shout so that the microphone receives your voice and sends it to the other party.Music quality is great, battery life is good, IWP is great.But it's not for calling. I bought it mainly for calling and so was really disappointed.",2.0 
1021,ITS 100 PERCENTAGE GENUINE REVIEW.,"Its 100% jenuine review.The product is good.But after 16 days i bought the product the case started to heat automatically.I registered a complaint on boat support  site.The product is picked up and the fixed product returned after 23 days but the product is not the one which i was purchased ,not only that the colour also changed black to red.THIS IS A WORST SITUATION I FACED FROM BOAT SERVICE..U CAN BUY PRODUCT IT IS GOOD BUT NOT EXPECT A GOOD OR EVEN A AVERAGE SERVICE FROM THEM.THE CUSTOMER SERVICE ALSO VERY BAD...VERY BAD.BELIVE ME I DONT WANT TO WASTEY TIME BY WRITING THIS REVIEW SIMPLY.BUT THIS IS A GENUINE CASE",1.0 
1022,Value for money and great sound,I was a bit skeptical at first but once I purchased it on the Amazon sale..I am in love with it. The sound quality is amazing and once paired it connects directly as soon as the bluetooth is switched on. Definitely worth it at 1799.,5.0 
1023,Only buy it if you are only inclined to listening bass,"Bought it 2 days, returned it very next day. Absolutely disappointing. I had a very high expectations but it all come down when I tried it for 2 3 hours and it was a very sorry experience.I was inclined to buy tws but this absolutely rubbish in sound quality, hence went for enco m31 from oppo, and I am in love with it.Coming to 441,Pros:1. Case feels great in hand and durable.2. Airdopes also seems pretty well structured and feels good while handling. Touch capacitive is Plus but can be bothersome while calling as it hung up many times while adjusting it in my ear.3.USB CCons:1. STRONG BASS HEAD only go for it. There is very much predominance of bass that every other vocals and trebles is subdued. Using equaliser didn't work and made listening exp pretty bad.2. Call quality is very average as the other party continously complained of the noise and distorted voice. Don't buy it if you have to attend calls.3. Used it for 3 hours and it was painful. Somehow rubber grip didn't fit well in my ear and can be bothersome in long usage. Not everyone may be interfered though.Main reason for returning was BASS, I like bass but here it's not caliberated properly and it really started to bother you when you listen to it for more than 30 mins. Even less subtle songs had thumping effect. If you have such taste, who likes Full thumping in your ears, go for it. For me, on long usage it turned out to be painful.",2.0 
1024,Battery is not as mentioned,"Unfortunately my product just stopped working in 20 days. And because the return window closed by then i had to get into the hassle of calling their customer care for their help because it was still in the warranty period. The call quality is just horrible, especially when it gets wet.",1.0 
1025,Dont be a A fool enough,Very very Honest Review guys I have Purchased it yesterday and I was preety Excited about my boat Airpods After Watching lots of Video I have Finalized to buy boat 441 when I received it there is No bass First of All Don't buy it Sounds Quality is Good Noice Cancellation is poor I was shocked That other people are Written that it gives amazing bass wheather it have 0 bass in it...I'm very very disappointed...Amazon you have cheat on me ...,2.0 
1026,Product is not behaving properly...difficult/struggle to operate,The product stopped working properly exactly after the return window of 10 days. When called they said you could have called us 4hrs prior return window for free replacement or cancellation of the order. Advised me to get it checked at the Boat Service Centre in this pandemic situation.Sometimes left side airdrop light goes off but working. Sometimes light blinks or only red light blinks but no sound from the airdrop. Very unusual behavior of the product.I think 10 days return window is not a great idea. Like in my case I called Customercare exactly on 11th day with few hours passed should be considered +- a day should be ok. Its like borderline. You have your own guidelines and procedures. May next 10 days or 20 days doorstep service/support by company should be their.,1.0 
1027,Not so better than rockerz 255 with compared to any of the “(boat tws)”,"i really wonder have any of these people who are giving a hype like thumping bass,sound quality and all have atleast tried a really good earphones first of all let me get straight my experience is,never expect a good sound quality from “TWS” honestly i have tried many all the tws by boat 441 171 281 etc; i could only say one thing none of these give better feel than boat rockerz 255 yes it is...!! i dont know why mightbe lack of a wire or anything if u are really buying these for enjoying music go for bluetooth wired like rockerz 255,boult probass,curve or anything you would like,if any of you know anything better than 441 which gives a good and loud sound suggest me..",3.0 
1028,Awesome best for money,Sound quality is excellent..Just the capacitive buttons are problem. When you try to remove or put it in. It automatically takes the response lol. Atleast they need to set to double tap to pause. They just did 1 tap.,5.0 
1029,Boat Airdopes 441- a must buy for everyone,"Whatever I buy from online shopping, I always drop the true comments. So, let me share with you the reviews about Boat airdopes 441. The airdopes come with a very nice packaging and the box is also sealed with boat sticker. As soon as you open the box, the airdopes give a very shiny blink light. Talking about the sound quality, th noise cancellation is quite imperessive. There is no volume control in the airdopes and thats is not even required, use your phone instead to ajdust the volume. The upper and lower notes are clearly audible. Now, my favorite part, the bass- I am totally satisfied with the bass quality as it is quite high and smooth. This is a must huy for everyone in this proce range.",4.0 
1030,It stopped working,"I purchased the product on 28-12-2021, and the left earbud stopped working today 25-3-2022, its not working at all, its constantly blinking (green and blue) no matter how much i charge it.. no use.. the moment i take it out of the case its not showing the blue light and if i press it, its showing very less red light and the other one (working one) is showing more..I tried calling the number they provided with the warranty card but no use, this is utterly disappointing and unacceptable, i paid 2k and it didnt even last a year.",1.0 
1031,Ok product for this money,"Sound quality is good, connectivity is fine bass quality is so so, Bluetooth range is not up to tha mark just 4 and 5 meter,noise cancellation is bad,I am using from last two days so I am not very much familyer with the product.but my 2 days experience says product is not bad for this money.",3.0 
1032,Fabulous!,"Go for it without any doubt! If you're a music lover you'd love it,especially the bass lovers. The mic works well too in indoor condition.I was confused at first by looking at the 6mm driver, but just don't go by the numbers, it's much more better than most of the 10mm drivers!The battery life is good too, I've used it continuously for 3hrs at around 70/80%volume, the charge was still 40%, which means it'll last between 4-5hrs.Overall it's a very good product at this price range.",5.0 
1033,Best in this budget,"Sound quality- awesome, best at 60-70% volume. But don’t mind increasing more for more bass, but shouldn’t do it for long duration.Noise cancellation- satisfactory, tried in outdoor traffic, doesn’t completely shut off the background noise but does it satisfactorily.Calling: no problem, comfortable, no lagging.Gaming: 1/2 second lag, didn matter for me much as i m not that into games. But if you are then consider it.Grip: Perfect, didn fall even after vigorous exercise or jumping or turning sideways while  in bed.",4.0 
1034,Pathetic,"Please don't buy it, there is pathetic after sales service, my ear buds started making disturbing sound while in use that too just in a month. Now , boat service center is replaced it with refurbished piece which also has same issue , i again went and they again relaced it with refurbished which is again having same issue and even touch also not working this time.I never make comments but i am posting being very frustrated with boat service as they are not replacing with sealed pack new piece and all refurbished ones are having issues, Plz don't make ur money nd time wasting with boat product.",1.0 
1035,Call Quality extremely bad,"Expected boat - an Indian product to be good. However, call audibility especially to recipient is very bad. Tried atleast 6 friends. Everyone said that voice quality is bad. Perhaps the mic facility isn't good. If you just want to hear music then its good but for calling honestly this isn't a good product. I returned it y'day and purchased Oneplus Buds Z. My friend was using it. I tried it. Voice calling was extremely good. boAt, we want you to improve as we want Indian designed products to flourish. Please work on PRIORITY in correcting such BIG and APPARENT gaps.",1.0 
1036,Good Buy for indoor calls and music but poor noise cancellation,"Good bass, good sound quality,good buy,its doesn't fall once fixed properly,it shud be held from edge while pressing in ur ear in a circular clock-anticlock wise. Its light,ear doesn't pain at all even if u wear it for hours.....BUT NOISE CANCELLATION is bad,So if u travelling in a rickshaw,u definitely cant be heard to others..... but if u are driving in a car with windows closed..... it's fine. So if u are buy it for talking calls in traffic then u must avoid it.....otherwise it a good product in this price....",4.0 
1037,Do not Buy. Spend a little more and get a good brand,"It has just been 6 months and the left one of the pair has stopped working and doesn't even get charged. Maybe these pairs are at such great discount for the same reason. There's no return or warranty on these.More so I didn't even enjoy listening to songs with these on. There wasn't an option to return and hence had to stick to it.I also went through the other reviews wherein people have expressed the same concerns. If 2.5K to 3K doesn't really matter to you, please go ahead and purchase.Last but not the lease, do not think of gifting this to your loved ones, seriously!",1.0 
1038,Average & Overpriced product.,"Average product. It seems to be less efficient with the battery after some weeks.Might face some problems with connectivity.Sound quality is fare, not great, dominates with its bass. Less clarity of sound. Mic is worse, can consider it as mic. Less comfortable. Over priced product.",3.0 
1039,Definitely Recommend,"Pros# Good sound quality# Excellent battery backup# Good looking# Fits well# No chance of falling off# Perfect for doing workouts, running, etc# Excellent micCons# Slight delay in sound, can only be observed while playing games.Otherwise no issues",5.0 
1040,Nice product but has a issue,Sound quality is very good. Bass quality is also very nice. There is passive noise cancellation. But now after 3 months its left earbud is not working.Please help me out about this issue.,5.0 
1041,Value for money,"There are many disadvantages but comparing to the advantages it's not a big deal. But for this price range it is excellent. They added many features like voice assistant, change the music, instant wake, accept or reject the call etc. There is something I wish this TWS could have like showing charge for the case in the phone, showing charge for each, more battery.",4.0 
1042,Doesn't fit properly at all.,"The buds don't fit in the ear properly and you need to constantly keep checking it to make sure it doesn't fall off. If you sit still, then the sound and bass quality is very good but if you move even slightly you'll feel the difference. If you're to bend down with the buds in your ear, you'll actually feel it slipping off and falling. The fitting issue is so great that I have to purchase another pair of headphones/earphones but it definitely won't be any product from this company. I regret not listening to my friend who advised me against buying this product or any product from this company in general.",1.0 
1043,Awesome sound quality and Bass ..,"Awesome sound quality and bass ..very nice product at this cost .I am very happy to purchase boat441 airdopes .I am suggest to all my friends  to purchase this one. Boat is my favorite forever.I want to say something about amazon.I ordered yesterday night at 11pm and I got today at 1PM super fast delivery with prime ,I have never ever seen this much of fastest delivery in my entire life..I love amazon..Thanks.",5.0 
1044,Don't buy this if you want to game. High Latency.,"Hi All,If your priority is music and if you dont play any games, you should buy this. The build, design, fit and sound quality is great. I was really enjoying this product untill I tried to play CSGO using this. It absolutely ruined the deal for me. The latency feels >1s. BT 5.0 caused minute stutters. This is just not made for gaming.Hope this helps.Thanks & Regards",3.0 
1045,People can't hear my voice while taking calls,"The audio quality while taking a call is pathetic , you can use just to listen to music for which it is best suited.But mind you , you can't listen to music while jogging or brisk walking in this ..because it does not stay in your ear from slightest jolt.",3.0 
1046,Over Hyped Budds - Make your ear VACCUM,"After seeing lots of videos on YouTube and reviews - We ordered this product. But to be honest, we didn't like it much. Once you put it in your ears, it creates a vacuum and start hurting your ears within 15-20 minutes. Sound quality is just average. The only plus point is the battery backup. Also the left side ear bud doesn't fit properly inside the case and sometimes don't get charged even after having a magnetic hold. We use it in GYM and it doesn't fall from your ear. But if your trainer/friend speaks to you, you have to take it off from your ear to listen.",2.0 
1047,An All-rounder Under 2K,"My OnePlus buds abruptly stopped working, and without any service centres in my location I decided to buy a new one with a comparatively lower investment. Then I got a pair of Boat Buds (Masaba Edition).Pros: Packaging, Sound Quality, Comfort, Case, BassCons: Touch sensor. If you accidentally tap the touch area, the surface is so sensitive that it reacts instantaneously without even applying any pressure. You've to handle the buds like nuclear weapons if you don't want to accidentally play/pause your music, movie, series etc.",5.0 
1048,Thumbs up!,Noise cancellation and sound quality is great considering this price range.You may not be able to wear it for long hours but for short durations they do deliver the quality.Touch is extremely responsive.This product is good to go!,5.0 
1049,Good !! Not for longer duration,"Value for money.Boat can think of redesigning it, on continuous usage, slight pain in the ear ( in the holding point of the earpod) check and use little suffosicated one.",5.0 
1050,HONEST REVIEW !! PLS READ THIS BEFORE BUYING !!,"I bought it with great expectations by seeing other reviews, so heres my genuine review about the product:PROS:--great design and amazing fit-cannot be seen when woreCONS:--too high bass!  ( so much that it distorts the whole music experiance)-Poor vocal clarity! ( due to high bass, the vocals arent even clear so its very disturbing for a music lover)-touch area ( the touch area is very big and hence each time you try to wear it or remove you're gonna either pause or play the music and thats very annoying)So i exchanged the product and bought boult audio airbass propods and i must say it is the one i was looking up for!✌️",2.0 
1051,Value for money,"I'm using these headphones for 2 monthsEverything us good long lasting battery life, each earbud gives 12 to 16 hrs battery life.Sound quality is good noise cancellation is not as it is claimed. While driving a car works normal like in a room but while riding a bike, my voice is not audible to the person on other side of phone call, each time I need to slowdown my bike and than talk. This is tha only drawback I found.",5.0 
1052,Good product but...,"There is issue with left Ear TWS airdope. The sound cracks on high volume & battery of left TWS drains much earlier than right TWS.I got 1st package with multiple issues like frequent bluetooth disconnections while voice calls, cracking noise in left airdope, battery drainage of left airdope. Even the Airdopes were not getting auto disconnected after putting them in case.I called for replacement & fortunately the seller sent me the replacement much earlier.The sound & bass quality of this 441 Airdope is better with its 6 MM driver than Realme Q 10 MM driver eardopes.In my opinion, its better to listen this TWS around 60-70% volume to avoid cracking sound. Also, my replaced Airdopes are giving better battery backup now. It runs around 4-5 hours.I hope you my review will be helpful for new buyers.",3.0 
1053,A really good product,"Within this price range its really too good in listening music, attending meetings,watching videos and all day to day works everything's nice. But when it comes to gaming the sound is really too good but you will feel a delay of 1.5 secs or 2 secs.",5.0 
1054,Quality,"The airdopes stopped working abruptly within 3 months. The sounds seems to be crackling. First I thought it was my phone issue. I tried with another handset but the issue still remains. The left side airdopes feels warm as I'm writing this review. Lost the trust and my money.Hi All,  The Boat company have send a replacement 2 weeks for the defeticve item and I'm satisfied with their response although a little delay but that's understandable due to covid-19 pandemic. I thank all the individuals involved directly and indirectly during this process.  I was busy with work, so couldn't share my view before.",4.0 
1055,Excellent product from boAt. Worth it.,"The boat airdopes are totally worth the money. Sound quality is excellent. Bass is also very good. I bought this 3 months ago and it still has no issues. I have accidentally dropped the airdopes from my hands and no damage is seen as the build quality is also very good. If you have a little extra cash then go for the pro version of this product as the case will also work as a mini powerbank.Noise cancellation when talking is okay okay. When I talked with the airdopes on, the other person would hear noise and I have to talk louder in order for them to listen properly.Overall product is very good and the ear pieces won't come out of your ears as they fit very nicely.",5.0 
1056,Overall this true wireless earphones are great,The earphones have a great sound quality and are very comfortable . The is no insecurity when wearing the earphones as they fit just right and are very light weight. Due to the perfect fit in the ears most of the ambient noise is left out. The touch controls are also great and have a perfect amount of sensitivity. The charging case is light and very convenient to carry around and the battery backup is also sufficient.,5.0 
1057,Don't go for it trust me,"I used this eardopes for couiple of monthPros:Connectivity is flawless!Battery is good!It fits well!Cons:It's so damn worst in sound quality!Sond is so worst in treble!Tust me all positive reviews are fake as far as sound qality is in picture!!!But I used it beacuse it is so good looking, it's almost like fashion statement but it's worst tws I used! Currently earphones I'm using is boat 421 you can get it at same price point but they are 3x better in sound and battery backup is better...🙂",3.0 
1058,Worst when it come to noice cancellation and touch controls,"Worst noice cancellation ever100/- rs wired headphones are far better when it comes to noice cancellation 🙏🏻No extra rubber budsNot exactly comfortable for earsTouch controls are worst worst worstWhen u r on cal if you suddenly touch the buds by any soft materials, cal gets cutFinally don't go for it 🙏🏻",1.0 
1059,Overall experience of Boat airdopes 441 pro.,The airpods r super. I was really worried about buying the boat airdopes 441 pro. Because there were no reviews of this model. But it is more worthy than the price segment. I have used Products of boat previously it never disappointed me. Seems like boat has built it's trust for me.The airdopes r just amazing.Super bass.Clear sound quality.Battery case also can b used as powerbank in emergency.Audio calling is all ohkay.No issues in connectivity.Extra earbuds nd type-C cable is also provided.I highly recommend this guy's. Trust me it's gonna b worth it.Nd we r also getting 1 year warranty.Remaining is upto u.,5.0 
1060,Sound fantastic! Build is cheap.,"Bass heads, look no more. Guys who need NC, LOOK NO MORE! THIS IS IT! The build quality was poor on the on I received as the lid was super loose but Amazon took care of it :)If you want a bit of premium feel as well, skip this. Else the Masaba edition is fantastic and does not look like a toy as compared to other colors.",4.0 
1061,Sound quality needs to be improved,The sound quality is low..the volume is very less and can be controlled only by phone..they could do better by giving it its own volume control.. even phone's volume should be at max to hear something clearly..used it only once and now sitting in the cabinet gathering dust,1.0 
1062,Good at the deal price point,"having use dit for 2 months nowPros:Good music even at high volumeGood bassfits nicely in the ear with different size budsDoes not fall off easilyCons:cannot be used for long, ear achesProlonged usage causes headacheCannot be used for voice calls as claimed by many. Suitable only in a closed noiseless room for voice calls.Overall: Serves the purpose of hearing music for a hour or 90mins activity. Cannot be used for calls when going out or in open. Worth to be bough only at deal price or lesser.",3.0 
1063,Excellent product for the price !!,An excellent product for this price. Those who loves JBL earphones for sure will love it. Charge lasts for 18 hrs. Easy to carry and beware while sleeping it will fall out of your ears. It is as equal as ear ring. Will review again after a month.,5.0 
1064,Bad product. Avoid it.,Bad product. The fitment in the ear is good The bass quality is good but leaves a lot for sound quality. Now the biggest problem for me - The left ear piece stops working after 30 minutes of usage. When you put them for charge then the color shows as fully charged. Cant even use for 2 continuous hours. Complicated color combination (in the manual there is no mention about what does Red color mean). Zero noise cancellation. This was my first boat purchase and completely disappointed.,2.0 
1065,Excellent headsets but doesn't suits all,"Fits perfectly on the ears, Good sound quality and voice cancellation, Budget friendly, Automatic turn on,  pairing and turn off functions.Cons: Touch sensor is super sensitive, so it's get turned off or misclicked when you lie one sided. Even it turned off when you drive with helmet. So not useful to get audio directions with this headsets.",4.0 
1066,Highly recommend for movie and song lovers,"I'm using this for more than 2 months for now.  It got a great sound and bass quality is superb.The only thing in negative is it doesn't have volume controls though they specified in the description.  Overall it's a great product,  highly recommend",5.0 
1067,Too good to be true.,Always wanted to Go for this. This is a great product. Using since 1 month. Everyday maximum 30 minutes. Charging can run upto 15 days with a full charge. Good sound. Enable Dolby in your phones or lappys. Sit back and enjoy.,5.0 
1068,Utter waste,"Totally this one utter waste,no noise reduction, recipient couldn't listen our voice properly. Moreover its sound quality is really too horrible. Voice is too low and not able to listen opponent voice",1.0 
1069,Worth of money.,,4.0 
1070,Think twice before buying it. Won't suit everyone.,"The plastic tip of the ear bud is most annoying. It isn't fitting well inside the ear. Can't sit with it for long hours as it's very troubling. Moreover the CTC (ie the touch response system) is also very poor. You have to press really very hard to get a response (which too very late). Left earbud's CTC wasn't working properly. Plus you need to push the earbud deep inside your ear to fit in, which makes you completely deaf. You can't hear anything of the outside world. A very bad experience with such a sophisticated item.",1.0 
1071,Best 💯,100 percent best ….I never charged this since the day first and works till now with 70% charge in the case and been already 5 days so it’s the best for long usage but3. It pains in your ear since the rubber rubs around your ear and might would have Done it better but at this price range this is the best earphone in Bluetooth segmentHONEST REVIEW,5.0 
1072,"Beautiful Sound, Comfortable to use.","The sound quality is perfect, especially the bass is perfect not too high not too low.Clear call sound.Battery backup is nice.The look and feel of the device and the case are beautiful.I would highly recommend this product to anyone who wishes to buy the best earbuds at a low price segment of around 2k.",4.0 
1073,DO NOT BUY Poor quality and pathetic warranty service,"My Airdopes had low volume problem on left side within a month. As per warranty this was picked up, tested and a replacement was “issued”as per the updates on their website. After 10 days the replacements are yet to be dispatched. Looks like money down the drain! No response to mails. Twitter shows many more examples. If you plan to buy this, forget about warranty and if you claim warranty forget about getting back the replaced product. In short if you product has a problem it gets picked up and never gets returned back and there is no way of contacting customer care. MONEY DOWN THE DRAIN #boAt",1.0 
1074,Calling voice is coming low,Voice is coming v low while calling. the opposite person is feeling difficult in getting voice to understand and some times when we are in office we can’t talk loudly that’s the biggest drawback in this set. in Rest other features all are. Gud bcz of low voice. If you are depending on calls more I won’t suggest you thz. It is for listening music,1.0 
1075,Amazing product,"I got it at 2299I like this product specially bass is good, sound quality is also good,The only thing i have noticed is if you wear helmet and you wanna use this while driving if someone calls you conversation will be little difficult you have to stop bike remove helmet and you can continue talking.Well after all satisfied with this product overall performance is amazing😊",5.0 
1076,Good sound quality with powerful battery backup,Sound quality = FantasticNoise cancellation = good but can improveBuild quality =  Excellent touch works well Sound does not comes out of buds even the person right near you will not be able to hear anything what are u listening that is the biggest plus point i likeBuying this product under 2k is a very good deal as compare to other options avaliable under this priceOne problem have comr till date that sometimes left  ear buds  stops working which gets fixed when we do the factory reset which hardly takes  7 seconds.,4.0 
1077,Poor support and product fails within 20 days,"Product stops working as expected on one ear bud in about 20 days and though the product is under warranty, the support is absolutely pathetic. In spite of creating request highlighting the issue, there is no acknowledgement nor any response to solve the problem.Tried several simple remedies to correct the issue such as pair, unpair, pair one ear bud only and so on and still it didn’t solve.",2.0 
1078,Value for your money,"Writing the review after 1 month of usage,In Bud charge lasts for 4 hours for music and 2.5 hours for callsCase Charge - I have drained the buds completely and charged it full with the case more than 16 times still the case holds one point charge.Touch on the buds is too sensitive which results in unnecessary inputs most of the time.Case could have been made better quality. Apart from the touch sensitivity no cons for this product considering the price",4.0 
1079,Go for it if you want great battery life n good sound (more bass).,"Bought it for 2500/-Sound is goodYes , the bass is more , but I like thatThe battery is just too good , I haven't charged my earpods for last 2 weeks still it's showing 2 bars that's 50% battery . So the battery is just amazing which was the main factor for me while buying these earphonesCall quality is okayish, not bad ,but not that great either, the person on the other end experienced some noiseOverall I love this product, it's great .",5.0 
1080,Few things to notice before buying,"So first of all the earphones look really dope built quality is fine.. Sound quality is crisp.offers more than enough bass for a 2.5k price headphone doesnt have any noise cancelling function but the does offer a tight fit in the ear so.. Ya.. Won't be hearing alot of outside noise. And.. But there is one drawback. It has super high latency yes not low high. As a result terrible for gaming like it has almost a full second lag while gaming. So not for gaming.. But if u are looking for an earphone for like jogging, gym, watching movies or simply listening to music go for it its the best available at such a price value for money",4.0 
1081,Country of origin is China poor sound quality,"Poor sound and Mic , no sound cancellation, music and sound quality not worth for the price. Battery drain very fast. Case have just 500 mah.If you are spending 1800 to 2500 better to go Philips or Jabra .Amazon doesn't mention country of origin so better to check if you are willing to buy only make in India/ made in India product. This product is manufactured in People republic of China. Boat Just had mention made in PRC.Better to don't use this.",1.0 
1082,Problem With Inconsistent Microphone,"Overall Sound Quality is very good and Bass is great as well. The only problem I faced and what I think made my review lose two stars is the Mic. The mic works well in phones but does not work with a computer. Even though it displays connected for voice. I have tested other boat airdopes, they work perfectly fine. I have also tested other companies TWS earphones. They also work fine. I have also checked all possible settings on my computer ( Windows). I also tried using them with Linux. None of my efforts worked. I even replaced my order from amazon, thinking there might be a defect in my particular piece. That was also not the case. There is some problem with the model itself. I hope Boat wold see this review and check the product.",3.0 
1083,Does the Job!,Good product. Works well. Blue Tooth Pairing is fast. Only problem is that it can make hearing sounds around you difficult to hear. Battery life is ok. One interesting thing is two people can listen at the same time by using one bud each 😀,5.0 
1084,It is a good product,This is a good product but in this earpods there is noo noise cancellation system... Soo by this we can't talk using this product at outside or by riding etc...It is usefull for only home purposes like listening songs and audio... But atleast it is not usefull for gaming.. I experience very bad in gaming that means the sound deliver in slow or late... And the bass is okkk or good enough...,4.0 
1085,boAt is Awesome!,"These 441 pro worth the price. The Sound is Good & Clear and the bass, just killing. The built quality of case and buds is neat. I am using this since Jan'21 and it's almost 1 year. It worked good for first 11 months, after that i felt sound from the right buds slightly reduced. Thereby I registered a complaint and they collect my earbuds after 2 days. They replaced my product and it reached for me on the 5th day from the day they picked up. Right now it's working perfectly and I almost accidentally slipped the new earbuds almost 3 times from several height. It doesn't failed to impress!",5.0 
1086,Amazing Experience worth every rupee!,Great earbuds. The quality is premium and it feels and looks good in ears. Also doesn't hurt at all and are very comfortable. The sound quality is excellent and connect very easily. The battery backup is awesome with the case. Great product!!,5.0 
1087,You get what you pay for,They are good enough to listen to music. The sound is OK for the price they won't blow your mind away. The bass is too much for someone who owns a better pair of headphones and it perfectly fine for someone who doesn't care about how their music sounds. It is what you pay for. But..... The mic is absolutely bad. It will not pick up your voice in windy conditions,4.0 
1088,Not durable.,"Bad quality. Did not last even 3 months. The left cup stopped charging. Tried factory reset, but did not work. Worst of all there is no service centre of this brand in my city. So, I guess these are going to the bin. Waste of 2500 Rs. Better to go for reputed brands such as Sony.",5.0 
1089,Only for bass lover,"Product is good. However bass is too high, if you are a bass lover this product is for you. I took this only for calling purpose as I talk a lot with my girlfriend. Attached is my picture to see how it fits in ear. It doesn't come out of ear and fits well. Very good for gym workouts. I have received this today. Will post reviews after 10 days. The bass is too heavy and gives pain in your ear. I don't even think of keeping it for 10 minutes.Anand Achrekar",4.0 
1090,Pathetic earbuds. Don't waste your money no matter how much you earn.,"This product was got in ₹1999 on Amazon Great Indian sale and its pathetic. First the earbuds are not made for Indian ears. Sony earphones are far far better in ergonomics.Got it because I had used Boat Rockers 700 headphones earlier and they were pretty good. These ones are pathetic.Also its not even water resistant. Forget dipping on water, I just touched the leftearphone after washing my hands and lightly toweling my hands and it stopping working.Sounds is too low, unless you are 90% up in volume. You won't be able to hear anything.Noise cancellation is a joke.Better leave the product and buy something else.Post 8-10 meters you will hear sound in any one of the earphones.",1.0 
